Title,Movie ID,Release Date,Rating,Genre,Synopsis,Language,Movie Link,TV Rating,Appropriateness
The Monster,1461745,2025-04-08,10,Horror,"One warm day in April, Edye Dunn decides to venture out into the forests of the canyon below RASOTA. She meets her fate at the cruel hands of the mysterious Monster who has haunted the canyon for centuries, taking the lives of innocent bypassers anytime he gets the chance.",en,https://www.themoviedb.org/movie/1461745,N/A,Everyone
Cowardice,1461376,2025-04-08,10,"War, Drama","After losing his son, an aged Engineer confronts the cowardly General to stop the slaughter of thousands and bring an end to the Vietnam War.",en,https://www.themoviedb.org/movie/1461376,N/A,Everyone
"Prüdes Hollywood - Laster, Lust und Leidenschaft im Film",1461865,2025-04-08,8,Documentary,,de,https://www.themoviedb.org/movie/1461865,N/A,Everyone
Xəfif cinayətlər 3,1461622,2025-04-08,10,"Drama, Action, Crime",,az,https://www.themoviedb.org/movie/1461622,N/A,Everyone
Beachcomber,1450537,2025-04-08,0,,"Elias dreams of building a boat from scrap metal, chasing the shadow of his sailor father’s legacy. But as his creation crumbles, so does the myth he’s built around himself—forcing him to confront the fragile truth of who he really is.",el,https://www.themoviedb.org/movie/1450537,N/A,Everyone
We Have to Talk,1450791,2025-04-08,0,,"Mónica organizes a birthday dinner for Martín. In a world where everyone lies, the only truth lies in thoughts. An acid comedy that reveals what we never say.",es,https://www.themoviedb.org/movie/1450791,N/A,Everyone
Nina,1438843,2025-04-08,0,"Romance, Drama","Getting ready to go their own ways in life, an uncertain boy and his anxious girlfriend have to decide how to navigate their next steps.",en,https://www.themoviedb.org/movie/1438843,N/A,Everyone
At the Movies,1450566,2025-04-08,0,,Two young people meet at a film festival. She shares with him a song she composed. Then they have coffee and talk. Three times.,es,https://www.themoviedb.org/movie/1450566,N/A,Everyone
Split Scream,1461123,2025-04-08,10,Thriller,,fr,https://www.themoviedb.org/movie/1461123,N/A,Everyone
National Pride: From Jericho to Gaza,1450243,2025-04-08,0,Documentary,"Hassan Al Balawi, a Palestinian diplomat, returns to his homeland on the occasion of the 15th anniversary of the death of Yasser Arafat. Filmed in 2019, Al Balawi’s journey from the occupied West Bank to the border of Gaza draws a subjective image of what has become of the Palestinian liberation struggle, foreshadowing the events that would unfold on October 7, 2023.",ar,https://www.themoviedb.org/movie/1450243,N/A,Everyone
Anamocot,1449723,2025-04-08,0,Documentary,"After a 20-year long fruitless search in the Cameroonian forest, Frenchman Michel Ballot is on the verge of giving up his lifelong quest to find the mysterious creature known as the Mokélé-Mbembé. Turning to local initiates for help, and torn between ancestral wisdom and scientific evidence, he embarks on a final journey into powers, knowledge and the unseen.",fr,https://www.themoviedb.org/movie/1449723,N/A,Everyone
Words From Home,1455614,2025-04-08,0,Documentary,"WORDS FROM HOME is a poetic documentary that explores the kinds of affection and identity in the portuguese language spoken in Brazil. Through migrants' stories and their reflections, the movie reveals how expressions, accents and memories form emotional and cultural bonds, showing how speaking connects us, differentiates us and, above all, brings us closer together.",pt,https://www.themoviedb.org/movie/1455614,N/A,Everyone
The Last Living Boy in Buenos Aires,1457141,2025-04-08,0,"Action, Adventure","Lautaro remembers, or can’t seem to forget, about a casual yet slightly fantastic encounter he had on a bus. During one or many nights he’ll make an effort to either remember or forget about it.",es,https://www.themoviedb.org/movie/1457141,N/A,Everyone
Cracking Up,1457968,2025-04-08,0,"Comedy, Thriller",The rising price of eggs causes a deranged man to reach his boiling point.,en,https://www.themoviedb.org/movie/1457968,N/A,Everyone
Colostrum,1451754,2025-04-08,0,Documentary,"Since the recent death of his brother, Pascal, 47, a dairy farmer in the Swiss Alps, is the sole backbone of the family business. Solène, a city-dweller, volunteers as a seasonal emergency helper and discovers the harshness of an alpine farmer's daily life, tending to the land and the animals.",fr,https://www.themoviedb.org/movie/1451754,N/A,Everyone
Other Forms. Visual Artists Making Music,1451042,2025-04-08,0,"Music, Documentary","Florencia “Hana” Ciliberti converses with her contemporaries at her workshops. From closeness and humor, she builds a narrative about music in visual art in Argentina, alternating testimonies, music videos, performances and archive material.",es,https://www.themoviedb.org/movie/1451042,N/A,Everyone
"Mercedes, Another Hope",1450837,2025-04-08,0,,"The director’s fortuitous meeting with filmmaker Mercedes Frutos prompts an inquiry into the challenges she faced in her only feature film, New Hope. Shot in 1984 and inspired by a Bioy Casares short story, the film went through a 12-year journey until its commercial release.",es,https://www.themoviedb.org/movie/1450837,N/A,Everyone
Las Flores Del Campo Santo,1434485,2025-04-08,0,"Music, Drama, Romance",A woman visits her loved one's grave when something unexpected happens.,es,https://www.themoviedb.org/movie/1434485,N/A,Everyone
Mirror Lake Monster,1461968,2025-04-08,0,"Horror, Comedy","After an unsuccessful attempt at studying for midterms, a group of brave UConn students must band together to defeat the Mirror Lake Monster and get their leader's dog back. Cycling through plans, libraries, and failures, the team valiantly fights the monster with their wits, power, and physics knowledge. Through friendship and triumph, anything is possible.",en,https://www.themoviedb.org/movie/1461968,N/A,Everyone
Reventando,1450834,2025-04-08,0,Documentary,"Fed up with his economic situation and declining health, a small-time boxing agent ventures into an ambitious plan: to convince his Cuban girlfriend to leave the island and accompany him to live in Paraguay, where he plans to set up his boxing show.",es,https://www.themoviedb.org/movie/1450834,N/A,Everyone
Yrupẽ,1450275,2025-04-08,0,Documentary,"The search for La Flor de Irupé, a lost film by Guillermo Zúñiga, a Spanish pioneer of scientific filmmaking who was exiled in Argentina after the Spanish Civil War, triggers a journey into family histories and national archives.",es,https://www.themoviedb.org/movie/1450275,N/A,Everyone
The Banner,1450717,2025-04-08,0,,Rafael’s future depends on tonight’s event. But the event cannot start without the banner. And the banner is not ready yet.,es,https://www.themoviedb.org/movie/1450717,N/A,Everyone
Les Cramptés Font Des Crêpes,1461106,2025-04-08,0,"Documentary, Comedy","In this short film, we follow a group of friends called the “cramptés” who are making pancakes. Originally filmed for personal use, this short documentary aims to convey a real good time between friends and evoke the importance of friendship.",en,https://www.themoviedb.org/movie/1461106,N/A,Everyone
The Concept of Her,1461728,2025-04-08,0,Romance,"A storyteller with wild imagination writes about her dreamy relationship, but gets stuck inside her head and is forced to face the fact that her stories might not be real.",en,https://www.themoviedb.org/movie/1461728,N/A,Everyone
Just a Summer,1450775,2025-04-08,0,,"Eva, her son Luchi and her sister Teresa vacation in the usual town. It is Eva’s first trip after her separation, but the first night they end up in the emergency room because Luchi has an accident. Between the doctor’s reprimands and shared laughter, the sisters confess their fears.",es,https://www.themoviedb.org/movie/1450775,N/A,Everyone
Contemporary,1461644,2025-04-08,0,Documentary,,ru,https://www.themoviedb.org/movie/1461644,N/A,Everyone
George's Conversations,1460833,2025-04-08,0,"Drama, Thriller, Mystery","James was relaxing on the rooftop while looking at a photo on his phone when his friend George called and told him that George was at his house. James panicked, went inside his house, and had a conversation with George until something strange happened to them. Was it a dream or reality?",en,https://www.themoviedb.org/movie/1460833,N/A,Everyone
Memories Move Like Distant Islands,1458051,2025-04-08,0,Documentary,"A documentary fairy tale drawing from folklore, exploring drifting islands, vanished lakes and the complex relationship between humans and the mire.",fi,https://www.themoviedb.org/movie/1458051,N/A,Everyone
Burbuja,1450809,2025-04-08,0,Documentary,"A cut in the life of Karen ""Burbuja"" Carabajal, an Argentine boxer who will fight for the world title. In the meantime, she gives her first sessions as a psychologist, lives her motherhood and faces the relationship she has with Abel.",es,https://www.themoviedb.org/movie/1450809,N/A,Everyone
The Shining Tapestry,1455781,2025-04-08,0,Documentary,"A family of wild owls experiences the springtime: hunting, feeding, raising their young. A camera in their nest captures their every move. While a community of online viewers monitor the owls 24/7 via livestream, a strange story begins to unfold, calling into question the paradigm of control that underpins our human interventions into the non-human realm.",en,https://www.themoviedb.org/movie/1455781,N/A,Everyone
Geeky In Pink,1437303,2025-04-08,0,"Romance, Comedy","Beverly has a secret. And it’s not that she’s hopelessly geeky or obsessed with 80s movies, those are obvious. Beverly has a crush on her best friend, the catholic guilt-ridden Mina. When Mina is asked to the prom by hunky quarterback Jason Collins, Beverly is forced to put her fantasies aside and find the courage to tell Mina how she really feels- even if it means losing her forever.",en,https://www.themoviedb.org/movie/1437303,N/A,Everyone
The Interrogation of Anna Goode,1461692,2025-04-08,0,"Crime, Thriller","While questioning a murder suspect, FBI Agent John Savage inexplicably finds himself on the opposite side of the table. Now framed for the crime, he must go to extreme lengths to reveal the shocking truth.",en,https://www.themoviedb.org/movie/1461692,N/A,Everyone
Homunculus,1449058,2025-04-08,0,,"In a virtual world inspired by the codes of gay dating apps, Homunculus follows the wanderings of a man in search of other men. Over the course of his travels, he will come to realise that people see him as an “Arab”: an ambiguous, virile and powerful entity both celebrated by white gay males and hated by the French police forces.",fr,https://www.themoviedb.org/movie/1449058,N/A,Everyone
We Should Make a Movie,1461364,2025-04-08,0,"Comedy, Drama, Romance","A young man and a young woman send video messages back and forth from afar, brainstorming a movie to make together in the future when they see each other again.",en,https://www.themoviedb.org/movie/1461364,N/A,Everyone
A Bolha,1448977,2025-04-08,0,Documentary,,pt,https://www.themoviedb.org/movie/1448977,N/A,Everyone
Worm with hairs,1441315,2025-04-08,0,Documentary,"""Lombriz"" is a man torn between nostalgia and the present. As a TV laugher and host of local rock bands, he witnessed the golden age of both worlds. Over time, both landscapes shifted.",es,https://www.themoviedb.org/movie/1441315,N/A,Everyone
Der Palmer Komplex,1461638,2025-04-08,0,Documentary,"Boris Palmer, Lord Mayor of Tübingen, is one of the best-known local politicians in Germany and at the same time one of the most controversial figures in the political landscape. This documentary tells the story of a man whose personality reflects the central conflicts of the time.",de,https://www.themoviedb.org/movie/1461638,N/A,Everyone
Korvfabrikören,1461473,2025-04-08,0,Comedy,,sv,https://www.themoviedb.org/movie/1461473,N/A,Everyone
A Tuesday Morning,1462077,2025-04-08,0,Documentary,"A weekday morning in a quiet house, from 5:19am to 7:31am, in one take.",en,https://www.themoviedb.org/movie/1462077,N/A,Everyone
2025.03.17,1462075,2025-04-08,0,,An abstract film that uses aquatic textures to explore claustrophobia and anxiety.,en,https://www.themoviedb.org/movie/1462075,N/A,Everyone
The Cosmic Microwaves Background,1461481,2025-04-08,0,,,fr,https://www.themoviedb.org/movie/1461481,N/A,Everyone
Echoes,1461477,2025-04-08,0,,,fr,https://www.themoviedb.org/movie/1461477,N/A,Everyone
Nzemendim,1461338,2025-04-08,0,,,es,https://www.themoviedb.org/movie/1461338,N/A,Everyone
Hot Breath/Cold Air,1462163,2025-04-08,0,"Romance, Comedy, Drama","Fates align as a moody non-believer meets the woman of his dreams, and both of their groups of friends have to deal with the consequences.",en,https://www.themoviedb.org/movie/1462163,N/A,Everyone
A Reconnaissance,1461979,2025-04-08,0,,,fr,https://www.themoviedb.org/movie/1461979,N/A,Everyone
Soixante-sept millisecondes,1461978,2025-04-08,0,,,fr,https://www.themoviedb.org/movie/1461978,N/A,Everyone
Another Other,1461973,2025-04-08,0,,,fr,https://www.themoviedb.org/movie/1461973,N/A,Everyone
Sem Título # 10: Ao Redor do Amor,1448985,2025-04-08,0,,,pt,https://www.themoviedb.org/movie/1448985,N/A,Everyone
The Incubator,1462491,2025-04-08,0,,A young couple has to keep their new pregnancy news a secret when attending their nosey family Christmas party.,en,https://www.themoviedb.org/movie/1462491,N/A,Everyone
"""HEADBANGER""",1462488,2025-04-08,0,,"Directed by William Strobeck.  The video features Kader Sylla, Troy Gipson, Joseph Campos, Zion Effs, Patrick O’Mara, Seven Strong, Vincent Touzery, Jax Effs, Kris Brown, Sean Pablo, Ben Kadow, Mark Gonzales, Aidan Mackey, Caleb Barnett, Rezza Honarvar, Elijah Odom, Beatrice Domond, Joel Meinholz, Rico Abdou, Sully Cormier, Kevin Bradley, Nik Stain, Zack Krull, Matt Finley, Brian Anderson, Rowan Zorilla, Casper Brooker, Taylor Nida, Auguste Bouznad, and Lil Dre.  Filmed by William Strobeck, Johnny Wilson, Alex Greenberg, Omar Massiah, and Dan Lundy.",en,https://www.themoviedb.org/movie/1462488,N/A,Everyone
Ghosts in the Static,1462233,2025-04-08,0,Horror,"Night descends on the forest. Apparitions grasp at the edges of the gleam. Though it has happened before, this will be the last time. As the glow fades, voices from the ether call forth an infinite sea of pale flesh.",en,https://www.themoviedb.org/movie/1462233,N/A,Everyone
Over Easy,1462218,2025-04-08,0,Comedy,"After getting badly sunburned, a young woman’s misfortune leads her on a strange and unexpected journey through Palm Springs.",en,https://www.themoviedb.org/movie/1462218,N/A,Everyone
The Amateur,1087891,2025-04-09,6.6,"Thriller, Action","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",en,https://www.themoviedb.org/movie/1087891,N/A,Everyone
Drop,1249213,2025-04-09,6.4,"Mystery, Thriller","Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and handsome than she expected. But their chemistry begins to curdle as Violet begins being irritated and then terrorized by a series of anonymous drops to her phone.",en,https://www.themoviedb.org/movie/1249213,N/A,Everyone
G20,1045938,2025-04-09,6.2,"Action, Mystery, Drama","After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.",en,https://www.themoviedb.org/movie/1045938,N/A,Everyone
Good Bad Ugly,1259024,2025-04-09,0,"Action, Crime, Comedy","AK, a powerful gangster, surrenders to the police, in hopes that his wife and son will live a peaceful life. When he is released 17 years later, he learns that his son is falsely accused of serious crimes. To protect him, he is forced to go back to his old ways, facing enemies, both old and new.",ta,https://www.themoviedb.org/movie/1259024,N/A,Everyone
One to One: John & Yoko,1320392,2025-04-09,0,"Documentary, Music","An exploration of the seminal and transformative 18 months that one of music’s most famous couples — John Lennon and Yoko Ono — spent living in Greenwich Village, New York City, in the early 1970s.",en,https://www.themoviedb.org/movie/1320392,N/A,Everyone
"I Know Catherine, The Log Lady",525903,2025-04-09,0,Documentary,"An authorized feature documentary about Catherine E. Coulson, best known as the Log Lady in David Lynch & Mark Frost's ""Twin Peaks"".",en,https://www.themoviedb.org/movie/525903,N/A,Everyone
The Flame of a Candle,1116643,2025-04-09,0,"Drama, Documentary","Northern Portugal. An imposing residence with its garden and magnolia tree. As we know, home is a place that film, this outdoor art, has often used to depict less the joys of family life than a pernicious space. André Gil Mata has made it his stage, with its rooms, its furniture, what plays out there and what has already played out there. From one room to another, from one era to another, the film delves deep into this enclosed space, a kind of suffocating box.",pt,https://www.themoviedb.org/movie/1116643,N/A,Everyone
Sweet Jesus,1284514,2025-04-09,0,Comedy,"Sister Lucie, a dedicated nun, decides to flee her convent after 20 years to find her love of youth. It is for her the beginning of an extraordinary adventure.",fr,https://www.themoviedb.org/movie/1284514,N/A,Everyone
Zion,1119542,2025-04-09,7.5,Drama,,fr,https://www.themoviedb.org/movie/1119542,N/A,Everyone
Tout le monde ment 3,1455887,2025-04-09,6,"Crime, TV Movie",,fr,https://www.themoviedb.org/movie/1455887,N/A,Everyone
Lost,1106525,2025-04-09,0,"Drama, Mystery, Thriller, Crime","Tae-hwa receives a lung transplant from his father, who had committed a hit-and-run the night before the surgery. Riddled with guilt, Tae-hwa sets out to find the victim’s daughter Mi-ji. When he finally meets her, he offers her money to make amends for his father's crime. But Mi-ji demands something else instead: That he would help find her missing mother.",ko,https://www.themoviedb.org/movie/1106525,N/A,Everyone
Animal Escape,1029165,2025-04-09,0,"Science Fiction, Thriller","An SF thriller genre film in which animals that have become human during vaccine new drug trials are created against the backdrop of a virtual future that has become anarchy due to the outbreak of infectious diseases, and they escape the laboratory and chase defectors with former soldier Yoo Mi-ra and vaccine researcher Gong Soo-cheol.",ko,https://www.themoviedb.org/movie/1029165,N/A,Everyone
Cloning,1455667,2025-04-09,0,"Drama, Thriller, Science Fiction","Younis Al Arabi gets into trouble after artificial intelligence begins to control the course of events in the world, in light of the technological progress that humanity has achieved.",ar,https://www.themoviedb.org/movie/1455667,N/A,Everyone
The Hand of the Heavens,1461818,2025-04-09,10,"Crime, Comedy","A local mob joint prepares to host the poker game of a lifetime. ""Knuckles"" vs ""Hot Shot"" in the card game gone wild. ""The Duck"" deals the hand of a potential death, as reason turns to madness, after ""Hot Shots"" betrayal of ""Knuckles"" dear mother.",en,https://www.themoviedb.org/movie/1461818,N/A,Everyone
Un-Ex You,1458850,2025-04-09,0,"Comedy, Romance",,tl,https://www.themoviedb.org/movie/1458850,N/A,Everyone
"Demain, si tout va bien",1303223,2025-04-09,0,"Comedy, Drama",,fr,https://www.themoviedb.org/movie/1303223,N/A,Everyone
Duality: The Concert Film,1458904,2025-04-09,0,,"Few artists embody boundless creativity quite like Lindsey Stirling—and now, she brings her visionary seventh album Duality to life on one of the world’s most iconic stages.  Filmed from the legendary Royal Albert Hall, this one-night-only event is more than a concert: it's a full-scale live production, a cinematic homage to the sonic and emotional journey of Duality. Known for her genre-bending virtuosity on electronic violin and high-octane choreography, Lindsey conjures an immersive experience that fuses music, dance, and storytelling.",en,https://www.themoviedb.org/movie/1458904,N/A,Everyone
Galatea,1371009,2025-04-09,0,"Science Fiction, Drama",An omnibus film that tells the story of AIs that resemble humans coexisting with humans in the near future of South Korea.,ko,https://www.themoviedb.org/movie/1371009,N/A,Everyone
The Night Without Me,1379659,2025-04-09,0,,"Eva perceives herself differently. An unexpected event transforms her. Her female universe put under tension, sustaining the unsustainable in the family structure. From that night on, everything will be different for her, even if nothing changes.",es,https://www.themoviedb.org/movie/1379659,N/A,Everyone
The Prince of Nanawa,808224,2025-04-09,0,Documentary,"On a bustling footbridge separating Argentina and Paraguay, where people traffic all kinds of things in a mix of Guarani and Spanish, we meet Angel. Over the course of the next ten years, Angel will have to make decisive choices for his future.",es,https://www.themoviedb.org/movie/808224,N/A,Everyone
"Tiktok Trilogy: 4 Tracks, Stories and E-Girls",1460547,2025-04-09,0,,"""It would follow the exact same structure of James Benning's YouTube Trilogy, except recreated with tiktoks that were similar to the YouTube videos..."" - r.c.",en,https://www.themoviedb.org/movie/1460547,N/A,Everyone
Half an Orange,1374830,2025-04-09,0,"Romance, Drama","It's summer on a farm in Cyprus. Valeria, a reclusive young writer, spends her days focused on her work. One evening, she meets Antigone at a party. Antigone is outgoing and carefree, contrasting with Valeria’s reserved nature. Amid the sunlit fields and beaches, Valeria and Antigone grow closer, discovering the beauty of a newfound desire. This bond helps Valeria grow and find new inspiration for her writing.",el,https://www.themoviedb.org/movie/1374830,N/A,Everyone
I Lost Sight of the Landscape,1450249,2025-04-09,0,Documentary,"While going through a period of limbo, filmmaker Sophie Bédard Marcotte turns her camera on her playwright neighbour. Together, they dissect the various stages of artistic creation in irresistibly funny chapters.",fr,https://www.themoviedb.org/movie/1450249,N/A,Everyone
Des graines plein la tête,1261535,2025-04-09,0,Documentary,A group of students interviews customers of an organic store about their eating habits.,fr,https://www.themoviedb.org/movie/1261535,N/A,Everyone
My language in a nutshell,1461862,2025-04-09,10,Documentary,"One warm afternoon, Mykyta Trehjørningen takes the viewer on a legendary journey through his life. Everything from his peasant life in Ukraine to his current life in Norway. A lot has happened, so buckle up!",en,https://www.themoviedb.org/movie/1461862,N/A,Everyone
Messengers,1447250,2025-04-09,0,Documentary,"A poetic exploration of three subterranean telescopes in remote regions of Canada, Japan, and Antarctica that reveal a new way of perceiving the universe from within. Underground, we are dreaming into the earth.",en,https://www.themoviedb.org/movie/1447250,N/A,Everyone
The Lord Provides,1392437,2025-04-09,0,"Drama, Comedy","A college graduate visits his girlfriend's house for Thanksgiving, only to quickly discover that her folks aren't your typical Southern family.",en,https://www.themoviedb.org/movie/1392437,N/A,Everyone
Afterwards,1396296,2025-04-09,0,Drama,The life of a normal Norwegian teenager is ruined by an event she can't move on from.,no,https://www.themoviedb.org/movie/1396296,N/A,Everyone
Orbiting,1451097,2025-04-09,0,Romance,"A photographer goes to work at a party. There he meets Sátira, a singer who will transform his night in an unexpected way. Among drinks, cigarettes and glances that say more than they should, the night becomes a scenery for tensions, complicities and small escapes.",es,https://www.themoviedb.org/movie/1451097,N/A,Everyone
霹雳玫瑰,1461229,2025-04-09,0,"Crime, Action",,zh,https://www.themoviedb.org/movie/1461229,N/A,Everyone
"To the West, in Zapata",1107440,2025-04-09,0,Documentary,"Landi and Mercedes live in Cuba’s Zapata swamp, a biosphere reserve. To feed their sick child, Landi must secretly hunt crocodiles, leaving his wife and son behind for days on end.",es,https://www.themoviedb.org/movie/1107440,N/A,Everyone
A Child of Silent,1384491,2025-04-09,0,Drama,,ko,https://www.themoviedb.org/movie/1384491,N/A,Everyone
"Desperados, Banditos & Litagos",1445495,2025-04-09,0,Western,,nb,https://www.themoviedb.org/movie/1445495,N/A,Everyone
Les tremblements,1353885,2025-04-09,0,Drama,"Three brothers meet to go to the bedside of their sick mother. While she is dying, her husband and sons will try to survive her. As best they can, the father organizes daily life in silent distress while his sons do not know how to cope with the approaching death.",fr,https://www.themoviedb.org/movie/1353885,N/A,Everyone
Car Aircon Electrical Autocartoons,1450788,2025-04-09,0,,"An art curator who makes amateur drawings during dead time. He calls them Autocartoons, like Auto Portraits, or even Automatic Writings.",xx,https://www.themoviedb.org/movie/1450788,N/A,Everyone
¿Tienes fuego?,1461411,2025-04-09,6,Documentary,Film critic Alejandro G. Calvo traces an audiovisual journey through the work of David Lynch trying to find clues to decipher his enigmatic universe.,es,https://www.themoviedb.org/movie/1461411,N/A,Everyone
Les guerres de Christine S.,1097672,2025-04-09,0,,"Christine Spengler's colorful personality contrasts with the darkness of her works. In an intimate setting, Philippe Vallois invites us to a dialogue with the artist about her life and work, on all fronts, from her childhood in Spain to her most striking portraits.",fr,https://www.themoviedb.org/movie/1097672,N/A,Everyone
Goodbye Las Lilas,1450842,2025-04-09,0,Comedy,"A frustrated film director convinces famed actor Jorge Marrale to play his father, a gambling merchant who, after taking a trip to the Grand Canyon in flip-flops, has supposedly lost his life after falling off a cliff.",es,https://www.themoviedb.org/movie/1450842,N/A,Everyone
The Multiple Lives of Andres,889807,2025-04-09,0,Documentary,"Andrès is a truck driver for a small transport company in Europe. As he puts in the hours, stuck in a race for profit, Andrès serves as a cog in a system that exhausts the men who make it function, and in so doing exhausts itself.",fr,https://www.themoviedb.org/movie/889807,N/A,Everyone
Sandbot,1354532,2025-04-09,0,"Action, Science Fiction",,en,https://www.themoviedb.org/movie/1354532,N/A,Everyone
Speed Date: A Lightspeed Story,1459076,2025-04-09,0,"Romance, Science Fiction, Action","While on a date for his fifth anniversary with his girlfriend, Ryan Rider must sneak away to perform his superhero duties as Lightspeed. Will tonight be the night his two worlds collide?",en,https://www.themoviedb.org/movie/1459076,N/A,Everyone
Psilocybe,1461677,2025-04-09,0,"Horror, Comedy","Four friends sneak into an abandoned  theatre school to document their first mushroom trip, but an inkling that they aren't alone turns their plans for a fun night into a paranoia induced spiral into violence, chaos and horror",en,https://www.themoviedb.org/movie/1461677,N/A,Mature
Neko,1455918,2025-04-09,0,,"Neko and his friends meet in the city center one late summer afternoon. They tour the streets of a city that seems to be a teenager in flux just like them. They meet other young people sprawled on the grass, by the Tejo river. Among them is Matilde, who sees in Neko her best friend from nursery school, Carolina, with whom she has lost contact...",pt,https://www.themoviedb.org/movie/1455918,N/A,Everyone
Lime,1450673,2025-04-09,0,Drama,"Carlos parks in reverse, as fast as he can. He gets out of the car carrying a bag, opens the door of a house with his keys, but doesn’t go in. He locks it and rings the doorbell. Once, twice. Until a 15-year-old boy appears. Together they will do what neither of them want to do: bury the family dog.",es,https://www.themoviedb.org/movie/1450673,N/A,Everyone
We Had Fun,1450695,2025-04-09,0,,"Bordeaux, 1987, Christmas Eve. Linda, Biram and Roger live away from their mother, who stayed in Gabon. While the eldest son treats himself to a weekend getaway, his siblings, left to their own devices, see snow for the first time and put themselves in danger.",fr,https://www.themoviedb.org/movie/1450695,N/A,Everyone
That Thing We All Do,1451077,2025-04-09,0,,"What does jacking off mean to you? Marta, a retired lawyer; Rubén, a retired mechanic; Ari, a bisexual astrologer; and Hugo, a filmmaker and actor, explore the world of masturbation in a colorful and introspective interview that leaves modesty and taboos aside.",es,https://www.themoviedb.org/movie/1451077,N/A,Mature
Spectres,1433756,2025-04-09,0,"Drama, Fantasy",Escape down the rabbit hole. Rave in its darkness.,en,https://www.themoviedb.org/movie/1433756,N/A,Everyone
Execution,1446566,2025-04-09,0,Mystery,"Antoine, always at home, needs to be telled what to do... and he never went to the sea.",fr,https://www.themoviedb.org/movie/1446566,N/A,Everyone
Ovunque,1430700,2025-04-09,0,Documentary,"Exploring the pendulum between separation and connection as a fundamental aspect of human relationships. Embark on a journey without a fixed destination, encapsulated in OVUNQUE: everywhere.",es,https://www.themoviedb.org/movie/1430700,N/A,Everyone
Hillside Cacti,1458242,2025-04-09,0,"Fantasy, Family","Leaving isn't easy, but sometimes all it takes is a simple reminder of what you had to show you that home is always there, no matter how far away...",en,https://www.themoviedb.org/movie/1458242,N/A,Everyone
Hunger,1461141,2025-04-09,0,Horror,Consumption. Asphyxia.,en,https://www.themoviedb.org/movie/1461141,N/A,Everyone
D R I N K,1461612,2025-04-09,0,Drama,,fr,https://www.themoviedb.org/movie/1461612,N/A,Everyone
"2 Musikkvideoer, 4 dager",1459193,2025-04-09,0,,"Distortion is a relatively new and young record label that has some of the country's biggest artists. In the fall of 2024, they did one of the biggest things they have done as a record label, namely making 2 music videos in 4 days. The artist group is called Golfklubb, and was one of the most listened to in Norway in 2024. The music videos have no connection in any way, and are in many ways the opposite of each other. One represents arrogance and status, and the other represents anger and a virtual experience. In this documentary you get an insight into how demanding and challenging it actually is to make a music video, but not just one, here you get two!",en,https://www.themoviedb.org/movie/1459193,N/A,Everyone
Crater,1451018,2025-04-09,0,Romance,"A farewell opens up a strange world, in which Carmela sees transformations in her face and everything around her. She will wander through the city in search of something that can reconnect her with her desire.",es,https://www.themoviedb.org/movie/1451018,N/A,Everyone
Une lettre d'un fils à sa mère,1448588,2025-04-09,0,,,fr,https://www.themoviedb.org/movie/1448588,N/A,Everyone
1 More Round,1462070,2025-04-09,5,,,es,https://www.themoviedb.org/movie/1462070,N/A,Everyone
Ambrogio: The First Vampire,1462063,2025-04-09,0,,,es,https://www.themoviedb.org/movie/1462063,N/A,Everyone
CARNIVALE,1461955,2025-04-09,0,"Thriller, Mystery",,fr,https://www.themoviedb.org/movie/1461955,N/A,Everyone
Gamle dager,1459189,2025-04-09,0,,What happens if you get too hung up on the old days?,en,https://www.themoviedb.org/movie/1459189,N/A,Everyone
Evolution by morphing selection,1459188,2025-04-09,0,,"A shape-shifting alien crash-lands on Earth and explores the different forms of life across many ages. But after a meteor strikes and buries it for millions of years, it awakens to a world it doesn't recognize. Now it must navigate a future full of new dangers, so unlike anything it once knew.",en,https://www.themoviedb.org/movie/1459188,N/A,Everyone
Hatker,1450686,2025-04-09,0,,"In a run down office, a group of people are stuck to the ceiling by their hats. Shaking, alienated, they do not seem to notice their situation. Every time an old telephone rings the office workers start disappearing one by one. Until Hatker tries to free himself, turning his world upside down.",xx,https://www.themoviedb.org/movie/1450686,N/A,Everyone
Oyez Oyez !,1461919,2025-04-09,0,,,fr,https://www.themoviedb.org/movie/1461919,N/A,Everyone
Memento Mori,1459191,2025-04-09,0,,An old woman remembers her childhood best friend and how she coped with the loss of someone she loved.,en,https://www.themoviedb.org/movie/1459191,N/A,Everyone
Sukande Kasáká | Terra Doente,1448992,2025-04-09,0,,,pt,https://www.themoviedb.org/movie/1448992,N/A,Everyone
Sobre Ruínas,1448990,2025-04-09,0,,,pt,https://www.themoviedb.org/movie/1448990,N/A,Everyone
"Le roi Arthur, l'envers du mythe",1462534,2025-04-09,0,Documentary,,de,https://www.themoviedb.org/movie/1462534,N/A,Everyone
Les poupées persanes,1462516,2025-04-09,0,Comedy,,fr,https://www.themoviedb.org/movie/1462516,N/A,Everyone
